SIDO_NM,SGG_NM,ITS_BRO_NM,In/Out_Type(1/0),SEASON_SPRING,SEASON_SUMMER,SEASON_AUTUMN,SEASON_WINTER,레저/스포츠,전통/역사,감성/체험거리,조망/전망,자연물,문화시설감상,자연_조망_결합,자연_역사_결합,자연_레저_결합,자연_체험_결합,역사_문화_결합,레저_체험_결합,조망_체험_결합,조망_역사_결합,cluster
전라남도,여수시,디오션리조트워터파크,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,북구,화명생태공원축구장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,상주시,상주중동강변축구장,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,정선군,병방치짚와이어,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,남원시,골프존카운티드래곤,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,양천구,목동실내아이스링크,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,양구군,양구독수리체육공원,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,완주군,완주군공공승마장,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,광주시,곤지암리조트스키장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,서대문구,은가어린이공원,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,군위군,군위오펠GC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,청주시 청원구,청주체력단련장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,충주시,임페리얼레이크CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창원시 성산구,창원축구센터,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,횡성군,웰리힐리CC,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,포항시 남구,도구해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,순창군,섬진강군민체육공원,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,전주시 덕진구,전주월드컵경기장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,안동시,남안동CC,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대전광역시,중구,대전오월드,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,미추홀구,문학박태환수영장,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,나주시,골드레이크CC,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,동작구,노들나루공원축구장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,동대문구,경륜경정장안지점,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,영광군,웨스트오션컨트리클럽,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,동구,대구체력단련장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,무안군,키즈다쿵남악점,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,계양구,유비디스포츠플로우,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,포천시,포천힐스CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,단양군,대호단양CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,양구군,구암리야구장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,거제시,망치몽돌해수욕장,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,금산군,에딘버러CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,김제시,김제시민운동장축구장,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제주특별자치도,서귀포시,동백포레스트,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,도봉구,도봉동실내스포츠센터,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,포항시 북구,영일대해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,홍천군,대명비발디파크스노위랜드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,신안군,짱뚱어해수욕장,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,양주시,양주아트밸리눈썰매장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,장성군,푸른솔GC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창원시 마산회원구,고고배드민턴센터,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,철원군,한탄강CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,군위군,이지스카이CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,충주시,로얄포레CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,여주시,스카이밸리CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,평창군,알펜시아CC,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,고령군,고령생활체육공원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,완주군,상관편백숲,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,보성군,벌교생태공원축구장,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,합천군,대장경테마파크,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,금정구,동래베네스트GC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,강남구,아이스웍스역삼점,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,포천시,포천힐마루CC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,보령시,냉풍욕장,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,수영구,웨이브락클라이밍광안점,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,하동군,코리아짚와이어,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,포천시,포레스트힐CC,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,포항시 남구,구룡포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,하남시,하남ICEBOX아이스링크,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,통영시,더카트인통영,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,성주군,하늘목장,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,천안시 서북구,남창낚시터,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,평창군,애니포레,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,단양군,단양패러글라이딩,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,화천군,실내얼음조각광장,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창원시 의창구,북창원풋살파크,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,구로구,서울숲클라이밍구로점,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,보은군,보은스포츠파크축구장,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창녕군,동훈힐마루CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,수원시 팔달구,에스빌드풋살파크,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,청주시 상당구,용정축구공원,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,천안시 동남구,클라임맥스,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안성시,안성베네스트GC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,용인시 처인구,딥스테이션,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,군위군,삼국유사테마파크,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,여주시,루덴시아,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안양시 만안구,삼막애견공원,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,의령군,홍의정,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
울산광역시,북구,정자해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,양평군,더스타휴골프앤리조트,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,청도군,청도레일바이크,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,청도군,오션힐스청도GC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,양산시,다이아몬드CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,보령시,오봉산해수욕장,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,광산구,수완JK풋살파크,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,이천시,비에이비스타CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,홍천군,세이지우드CC홍천,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,양천구,목동사격장,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
울산광역시,동구,방어진체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,제천시,청풍랜드,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,영천시,오션힐스영천CC,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,광주시,W스키샵,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,청주시 청원구,내수생활체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,청도군,그레이스CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,고흥군,익금해수욕장,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,정선군,강원랜드카지노,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,과천시,과천시민회관빙상장,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안성시,아쿠아필드안성점,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,경산시,인터불고경산CC,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,동래구,동래아이스링크,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,경주시,경주루지월드,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,해운대구,클럽디오아시스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,천안시 서북구,바운스슈퍼파크천안센터,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,당진시,아마존아쿠아파크당진,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,홍천군,비발디파크 오션월드,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,계양구,계양아시아드양궁장,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,태백시,오투CC,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,춘천시,라비에벨CC듄스코스,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,남구,크로스핏 바모스,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,무안군,무안CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,고흥군,남열해돋이해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,영덕군,영해생활체육공원,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,영암군,삼락정랜드,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,단양군,코리아패러글라이딩,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,평택시,더피치평택점,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,함평군,함평엑스포물놀이장,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,인제군,인제라이딩센터,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,수영구,웨이브락클라이밍남천점,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,청송군,진보생활체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,부산진구,전포배드민턴센터,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,여주시,360도CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,익산시,클럽디금강,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
제주특별자치도,제주시,성이시돌목장,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,고양시 일산서구,원마운트스노우파크,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,금산군,코만도파크,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
울산광역시,울주군,골프존카운티더골프,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,강서구,어텐션배드민턴센터,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,남구,레드원클라이밍,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,인제군,인제스피디움,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,의정부시,서울승마클럽,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,진안군,용담승마클럽,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,무주군,덕유산리조트만선하우스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,제천시,봉양건강축구캠프장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,순창군,순창CC,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,정선군,하이원리조트알파인코스터,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,성남시 분당구,남서울CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,서산시,서산공군체력단련장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,남구,광주국제양궁장,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,나주시,중흥골드스파리조트워터락,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,동대문구,토모gym,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,하동군,구재봉활공장,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,남구,첼시풋살클럽명덕구장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,곡성군,대황강체육공원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,구례군,서시천체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,하남시,아쿠아필드하남점,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안양시 동안구,안양빙상장,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,해운대구,부산요트경기장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,남구,빛고을CC,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,예산군,덕산온천눈썰매장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,부평구,모션스포츠아카데미부평삼산점,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,성남시 중원구,모란야구장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창원시 진해구,드림풋볼파크,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,이천시,두산베어스이천야구장,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,고양시 일산동구,AOA풋살스타디움,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,고령군,다산딸기조합농원,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,서산시,한화이글스서산경기장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,구미시,골프존카운티선산,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,익산시,익산야구장,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,태안군,만리포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,서산시,벌천포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,성북구,제2월곡인조잔디구장,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,구로구,고척스카이돔,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,곡성군,르오네뜨CC,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,나주시,전라남도종합사격장,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,횡성군,웰리힐리파크스노우파크,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,고령군,대가야CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울특별시,동대문구,웨어하우스짐,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,강서구,어반풋볼파크강서점,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,고양시 덕양구,고양풀스윙배팅센터,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,무주군,무주덕유산리조트눈썰매장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,합천군,용주체육공원축구장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,평창군,휘닉스평창스노우파크,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,부평구,삼산건강공원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,북구,대구국제사격장,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,중구,파라다이스시티씨메르,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,거창군,클럽디거창CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,포항시 북구,월포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,부안군,변산해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,김해시,수리공원,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,연수구,잭니클라우스GC코리아,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,성주군,성주별고을체육공원,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,용인시 처인구,캐리비안베이,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,문경시,문경관광사격장,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,양평군,미리내힐빙클럽,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,성남시 중원구,클라임어스모란점,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,사하구,다대포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,평창군,대관령눈꽃마을눈썰매장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,성남시 분당구,락트리분당,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원특별자치도,홍천군,비콘힐스골프클럽,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,성주군,포천관광농원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,정읍시,필연야구장,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,김제시,김제스파힐스 CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,광양시,부영국제빙상장,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,포천시,베어크리크GC,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,청주시 서원구,청주야구장,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,서구,챔피언스풋살상무점,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,천안시 동남구,오션어드벤처,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,과천시,서울랜드,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,성남시 수정구,킹주니어스포츠클럽2호점,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,오산시,염기훈주니어축구클럽,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,무주군,골프존카운티무주,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,화순군,화순CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,상주시,상주시생활체육공원,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,고양시 덕양구,고양어울림누리얼음마루,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,계양구,강서개화축구장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,창원시 의창구,의창스포츠센터빙상장,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,정읍시,정읍체육공원,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,영덕군,고래불해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,김제시,시민문화체육공원,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전라남도,보성군,보성CC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,남양주시,한림광릉CC,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,김제시,아네스빌CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,보령시,무창포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,하남시,하남아이스링크,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,포항시 북구,칠포해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,익산시,상떼힐익산CC,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,오산시,박스비오산점,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
부산광역시,해운대구,해운대해수욕장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,영덕군,강구대게축구장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
광주광역시,광산구,신화스포디움,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상남도,김해시,김해가야테마파크,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,임실군,전주샹그릴라CC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,의성군,율정호운영센터,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청북도,증평군,증평생활야구장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
전북특별자치도,고창군,학원농장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
대구광역시,수성구,무열대체력단련장,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경상북도,영덕군,하저리해수욕장,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
인천광역시,계양구,작전공원,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,안산시 단원구,와동체육공원,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충청남도,보령시,보령스포츠파크,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
